QtdRobots: 15
QtdEnvironments: 10
QtdRepetitions: 10
QtdObstacles: 50
PointsCollision: -10
PointsMoving: 10
MaxPopulation: 500
MaxTime: 600
EnvMutationRate: 0.2

Environment 0	 h: 5	 mr: 0.2	 nc: 0.5	 nm: 0.5	 bmp: 1	 cc: 1
	Repetition 0
		Population 0
			Robot 0 	f: 0.00 	mf: 0.00 	ga0: 0.67 	ga1: 8.10 	ga2: 0.00 	ga3: 0.00 	ga4: 0.00 	ga5: 0.00 	ga6: 0.00 	gb0: 0.27 	gb1: 4.16 	gb2: 0.29 	gb3: 0.15 	gb4: -0.17 	gb5: 0.56 	gb6: 0.38 	gb7: -0.47 	gb8: 0.44 	gb9: -0.61
			Robot 12 	f: -28.58 	mf: 551.40 	ga0: -9.30 	ga1: -1.16 	ga2: 1.28 	ga3: 0.62 	ga4: 1.20 	ga5: 1.82 	ga6: 1.97 	gb0: -9.22 	gb1: -2.31 	gb2: 1.15 	gb3: 0.56 	gb4: 1.15 	gb5: 1.73 	gb6: 1.89 	gb7: -0.07 	gb8: -0.01 	gb9: -1.20
			Robot 13 	f: 154.50 	mf: 393.00 	ga0: -9.39 	ga1: -2.81 	ga2: 1.32 	ga3: 0.61 	ga4: 1.28 	ga5: 1.83 	ga6: 1.96 	gb0: -9.32 	gb1: -2.98 	gb2: 1.32 	gb3: 0.65 	gb4: 1.22 	gb5: 1.89 	gb6: 1.95 	gb7: 0.10 	gb8: -0.06 	gb9: -1.33
			Robot 14 	f: 662.70 	mf: 645.60 	ga0: -9.40 	ga1: -3.37 	ga2: 1.20 	ga3: 0.59 	ga4: 1.21 	ga5: 1.91 	ga6: 1.84 	gb0: -9.39 	gb1: -3.30 	gb2: 1.18 	gb3: 0.56 	gb4: 1.15 	gb5: 1.96 	gb6: 1.83 	gb7: 0.04 	gb8: 0.04 	gb9: -1.37
		Population 141
			Robot 0 	f: 262.88 	mf: 463.00 	ga0: -9.46 	ga1: -0.18 	ga2: 1.20 	ga3: 0.61 	ga4: 1.21 	ga5: 1.98 	ga6: 1.89 	gb0: -9.32 	gb1: -1.80 	gb2: 1.18 	gb3: 0.58 	gb4: 1.13 	gb5: 2.00 	gb6: 2.00 	gb7: 0.04 	gb8: -0.03 	gb9: -1.38
			Robot 1 	f: -335.39 	mf: 124.60 	ga0: -9.46 	ga1: -2.86 	ga2: 1.20 	ga3: 0.61 	ga4: 1.21 	ga5: 1.97 	ga6: 1.95 	gb0: -9.45 	gb1: -2.92 	gb2: 1.26 	gb3: 0.51 	gb4: 1.19 	gb5: 2.00 	gb6: 1.85 	gb7: 0.07 	gb8: -0.06 	gb9: -1.36
			Robot 2 	f: 941.04 	mf: 491.40 	ga0: -9.36 	ga1: -3.63 	ga2: 1.37 	ga3: 0.60 	ga4: 1.27 	ga5: 1.84 	ga6: 1.86 	gb0: -9.42 	gb1: -3.46 	gb2: 1.23 	gb3: 0.67 	gb4: 1.12 	gb5: 1.81 	gb6: 1.86 	gb7: -0.04 	gb8: -0.07 	gb9: -1.28
			Robot 3 	f: 608.55 	mf: 615.80 	ga0: -9.65 	ga1: -3.36 	ga2: 1.20 	ga3: 0.61 	ga4: 1.21 	ga5: 1.82 	ga6: 1.87 	gb0: -9.40 	gb1: -3.41 	gb2: 1.22 	gb3: 0.59 	gb4: 1.15 	gb5: 1.82 	gb6: 1.92 	gb7: 0.01 	gb8: 0.00 	gb9: -1.19
			Robot 4 	f: 484.05 	mf: 420.60 	ga0: -9.47 	ga1: -3.34 	ga2: 1.43 	ga3: 0.64 	ga4: 1.22 	ga5: 1.89 	ga6: 1.87 	gb0: -9.48 	gb1: -3.32 	gb2: 1.27 	gb3: 0.61 	gb4: 1.20 	gb5: 1.79 	gb6: 1.89 	gb7: 0.10 	gb8: 0.05 	gb9: -1.19
			Robot 5 	f: 54.22 	mf: 394.60 	ga0: -9.67 	ga1: -2.93 	ga2: 1.22 	ga3: 0.63 	ga4: 1.32 	ga5: 1.94 	ga6: 2.00 	gb0: -9.61 	gb1: -2.91 	gb2: 1.28 	gb3: 0.69 	gb4: 1.12 	gb5: 1.88 	gb6: 1.90 	gb7: 0.01 	gb8: 0.01 	gb9: -1.17
			Robot 6 	f: 280.72 	mf: 340.20 	ga0: -9.48 	ga1: -3.36 	ga2: 1.29 	ga3: 0.65 	ga4: 1.20 	ga5: 1.84 	ga6: 2.10 	gb0: -9.38 	gb1: -3.46 	gb2: 1.17 	gb3: 0.70 	gb4: 1.14 	gb5: 1.76 	gb6: 2.02 	gb7: -0.05 	gb8: 0.11 	gb9: -1.34
			Robot 7 	f: 170.12 	mf: 286.60 	ga0: -9.48 	ga1: -3.02 	ga2: 1.44 	ga3: 0.63 	ga4: 1.22 	ga5: 1.86 	ga6: 1.93 	gb0: -9.48 	gb1: -3.01 	gb2: 1.35 	gb3: 0.72 	gb4: 1.20 	gb5: 1.78 	gb6: 1.83 	gb7: 0.05 	gb8: -0.08 	gb9: -1.22
			Robot 8 	f: -16.49 	mf: 229.20 	ga0: -9.72 	ga1: -2.80 	ga2: 1.23 	ga3: 0.61 	ga4: 1.22 	ga5: 1.82 	ga6: 1.88 	gb0: -9.61 	gb1: -2.87 	gb2: 1.23 	gb3: 0.54 	gb4: 1.26 	gb5: 1.78 	gb6: 1.90 	gb7: 0.13 	gb8: 0.00 	gb9: -1.35
			Robot 9 	f: 151.82 	mf: 343.20 	ga0: -9.24 	ga1: -3.36 	ga2: 1.20 	ga3: 0.73 	ga4: 1.20 	ga5: 1.81 	ga6: 1.93 	gb0: -9.32 	gb1: -3.35 	gb2: 1.31 	gb3: 0.68 	gb4: 1.17 	gb5: 1.84 	gb6: 1.96 	gb7: -0.04 	gb8: -0.08 	gb9: -1.38
			Robot 10 	f: 275.13 	mf: 606.80 	ga0: -9.47 	ga1: -3.36 	ga2: 1.20 	ga3: 0.62 	ga4: 1.18 	ga5: 1.81 	ga6: 1.89 	gb0: -9.44 	gb1: -3.43 	gb2: 1.22 	gb3: 0.57 	gb4: 1.20 	gb5: 1.82 	gb6: 1.96 	gb7: 0.06 	gb8: -0.03 	gb9: -1.23
			Robot 11 	f: 175.83 	mf: 341.00 	ga0: -9.46 	ga1: -2.78 	ga2: 1.20 	ga3: 0.61 	ga4: 1.22 	ga5: 1.86 	ga6: 1.88 	gb0: -9.43 	gb1: -2.89 	gb2: 1.22 	gb3: 0.68 	gb4: 1.19 	gb5: 1.89 	gb6: 1.92 	gb7: -0.04 	gb8: 0.05 	gb9: -1.35
			Robot 12 	f: -142.93 	mf: 402.00 	ga0: -9.74 	ga1: -2.26 	ga2: 1.24 	ga3: 0.61 	ga4: 1.27 	ga5: 1.82 	ga6: 1.92 	gb0: -9.50 	gb1: -2.53 	gb2: 1.22 	gb3: 0.67 	gb4: 1.11 	gb5: 1.81 	gb6: 1.89 	gb7: -0.05 	gb8: 0.04 	gb9: -1.29
			Robot 13 	f: 234.48 	mf: 371.20 	ga0: -9.52 	ga1: -3.09 	ga2: 1.26 	ga3: 0.61 	ga4: 1.24 	ga5: 1.83 	ga6: 1.92 	gb0: -9.36 	gb1: -3.09 	gb2: 1.30 	gb3: 0.62 	gb4: 1.26 	gb5: 1.80 	gb6: 2.02 	gb7: 0.05 	gb8: 0.03 	gb9: -1.25
			Robot 14 	f: 367.85 	mf: 608.60 	ga0: -9.53 	ga1: 0.32 	ga2: 1.20 	ga3: 0.63 	ga4: 1.21 	ga5: 1.86 	ga6: 1.86 	gb0: -9.47 	gb1: -1.60 	gb2: 1.26 	gb3: 0.70 	gb4: 1.15 	gb5: 1.96 	gb6: 1.88 	gb7: 0.01 	gb8: 0.08 	gb9: -1.25
		Population 142
			Robot 0 	f: -364.58 	mf: 257.40 	ga0: -9.56 	ga1: -1.77 	ga2: 1.20 	ga3: 0.61 	ga4: 1.32 	ga5: 1.90 	ga6: 1.88 	gb0: -9.52 	gb1: -2.26 	gb2: 1.11 	gb3: 0.51 	gb4: 1.14 	gb5: 1.85 	gb6: 1.86 	gb7: -0.01 	gb8: 0.07 	gb9: -1.30
			Robot 1 	f: 608.02 	mf: 195.00 	ga0: -9.28 	ga1: -3.11 	ga2: 1.20 	ga3: 0.61 	ga4: 1.21 	ga5: 1.90 	ga6: 1.91 	gb0: -9.40 	gb1: -3.18 	gb2: 1.21 	gb3: 0.58 	gb4: 1.10 	gb5: 1.91 	gb6: 1.97 	gb7: -0.03 	gb8: -0.06 	gb9: -1.27
			Robot 2 	f: 1160.15 	mf: 641.80 	ga0: -9.36 	ga1: -3.63 	ga2: 1.37 	ga3: 0.60 	ga4: 1.27 	ga5: 1.84 	ga6: 1.86 	gb0: -9.42 	gb1: -3.46 	gb2: 1.23 	gb3: 0.67 	gb4: 1.12 	gb5: 1.81 	gb6: 1.86 	gb7: -0.04 	gb8: -0.07 	gb9: -1.28
			Robot 3 	f: 793.48 	mf: 641.00 	ga0: -9.65 	ga1: -3.36 	ga2: 1.20 	ga3: 0.61 	ga4: 1.21 	ga5: 1.82 	ga6: 1.87 	gb0: -9.40 	gb1: -3.41 	gb2: 1.22 	gb3: 0.59 	gb4: 1.15 	gb5: 1.82 	gb6: 1.92 	gb7: 0.01 	gb8: 0.00 	gb9: -1.19
			Robot 4 	f: 28.91 	mf: 391.40 	ga0: -9.56 	ga1: -3.35 	ga2: 1.31 	ga3: 0.62 	ga4: 1.22 	ga5: 1.85 	ga6: 1.90 	gb0: -9.56 	gb1: -3.43 	gb2: 1.18 	gb3: 0.53 	gb4: 1.21 	gb5: 1.92 	gb6: 1.83 	gb7: 0.11 	gb8: 0.05 	gb9: -1.15
			Robot 5 	f: 517.16 	mf: 420.20 	ga0: -9.66 	ga1: -3.57 	ga2: 1.21 	ga3: 0.62 	ga4: 1.27 	ga5: 1.88 	ga6: 1.93 	gb0: -9.63 	gb1: -3.42 	gb2: 1.28 	gb3: 0.64 	gb4: 1.25 	gb5: 1.93 	gb6: 1.86 	gb7: 0.09 	gb8: 0.05 	gb9: -1.19
			Robot 6 	f: 600.38 	mf: 372.60 	ga0: -9.56 	ga1: -3.36 	ga2: 1.24 	ga3: 0.63 	ga4: 1.21 	ga5: 2.01 	ga6: 1.99 	gb0: -9.55 	gb1: -3.43 	gb2: 1.30 	gb3: 0.70 	gb4: 1.15 	gb5: 1.93 	gb6: 2.07 	gb7: 0.02 	gb8: 0.07 	gb9: -1.30
			Robot 7 	f: 157.32 	mf: 224.40 	ga0: -9.56 	ga1: -3.19 	ga2: 1.32 	ga3: 0.62 	ga4: 1.21 	ga5: 2.06 	ga6: 1.90 	gb0: -9.55 	gb1: -3.14 	gb2: 1.36 	gb3: 0.73 	gb4: 1.20 	gb5: 1.97 	gb6: 1.88 	gb7: 0.06 	gb8: -0.12 	gb9: -1.34
			Robot 8 	f: -19.32 	mf: 154.00 	ga0: -9.69 	ga1: -3.08 	ga2: 1.22 	ga3: 0.61 	ga4: 1.22 	ga5: 1.82 	ga6: 1.97 	gb0: -9.55 	gb1: -3.11 	gb2: 1.16 	gb3: 0.58 	gb4: 1.29 	gb5: 1.78 	gb6: 1.91 	gb7: 0.04 	gb8: -0.02 	gb9: -1.26
			Robot 9 	f: -7.12 	mf: 286.00 	ga0: -9.45 	ga1: -3.36 	ga2: 1.20 	ga3: 0.84 	ga4: 1.24 	ga5: 1.82 	ga6: 1.90 	gb0: -9.37 	gb1: -3.33 	gb2: 1.25 	gb3: 0.78 	gb4: 1.23 	gb5: 1.85 	gb6: 1.97 	gb7: -0.05 	gb8: -0.11 	gb9: -1.22
			Robot 10 	f: 646.99 	mf: 587.80 	ga0: -9.47 	ga1: -3.36 	ga2: 1.20 	ga3: 0.62 	ga4: 1.18 	ga5: 1.81 	ga6: 1.89 	gb0: -9.44 	gb1: -3.43 	gb2: 1.22 	gb3: 0.57 	gb4: 1.20 	gb5: 1.82 	gb6: 1.96 	gb7: 0.06 	gb8: -0.03 	gb9: -1.23
			Robot 11 	f: 318.18 	mf: 358.80 	ga0: -9.55 	ga1: -3.07 	ga2: 1.20 	ga3: 0.61 	ga4: 1.45 	ga5: 1.84 	ga6: 1.88 	gb0: -9.59 	gb1: -3.14 	gb2: 1.17 	gb3: 0.61 	gb4: 1.27 	gb5: 1.82 	gb6: 1.95 	gb7: -0.00 	gb8: 0.11 	gb9: -1.26
			Robot 12 	f: 728.79 	mf: 420.00 	ga0: -9.74 	ga1: -2.26 	ga2: 1.24 	ga3: 0.61 	ga4: 1.27 	ga5: 1.82 	ga6: 1.92 	gb0: -9.50 	gb1: -2.53 	gb2: 1.22 	gb3: 0.67 	gb4: 1.11 	gb5: 1.81 	gb6: 1.89 	gb7: -0.05 	gb8: 0.04 	gb9: -1.29
			Robot 13 	f: 490.38 	mf: 308.80 	ga0: -9.59 	ga1: -3.22 	ga2: 1.23 	ga3: 0.61 	ga4: 1.23 	ga5: 1.83 	ga6: 1.90 	gb0: -9.57 	gb1: -3.28 	gb2: 1.24 	gb3: 0.55 	gb4: 1.14 	gb5: 1.74 	gb6: 1.84 	gb7: 0.06 	gb8: 0.01 	gb9: -1.17
			Robot 14 	f: 337.60 	mf: 535.40 	ga0: -9.59 	ga1: -1.52 	ga2: 1.20 	ga3: 0.62 	ga4: 1.21 	ga5: 1.84 	ga6: 1.86 	gb0: -9.53 	gb1: -2.11 	gb2: 1.14 	gb3: 0.56 	gb4: 1.18 	gb5: 1.79 	gb6: 1.89 	gb7: -0.08 	gb8: 0.10 	gb9: -1.20
		Population 143
			Robot 0 	f: 239.53 	mf: 311.60 	ga0: -9.46 	ga1: -2.70 	ga2: 1.50 	ga3: 0.71 	ga4: 1.29 	ga5: 1.87 	ga6: 1.93 	gb0: -9.47 	gb1: -2.76 	gb2: 1.25 	gb3: 0.73 	gb4: 1.16 	gb5: 1.87 	gb6: 1.98 	gb7: -0.05 	gb8: -0.04 	gb9: -1.20
			Robot 1 	f: 481.27 	mf: 164.40 	ga0: -9.32 	ga1: -3.37 	ga2: 1.28 	ga3: 0.60 	ga4: 1.31 	ga5: 1.87 	ga6: 1.89 	gb0: -9.40 	gb1: -3.42 	gb2: 1.23 	gb3: 0.59 	gb4: 1.25 	gb5: 1.80 	gb6: 1.94 	gb7: -0.08 	gb8: 0.03 	gb9: -1.19
			Robot 2 	f: 382.26 	mf: 637.80 	ga0: -9.36 	ga1: -3.63 	ga2: 1.37 	ga3: 0.60 	ga4: 1.27 	ga5: 1.84 	ga6: 1.86 	gb0: -9.42 	gb1: -3.46 	gb2: 1.23 	gb3: 0.67 	gb4: 1.12 	gb5: 1.81 	gb6: 1.86 	gb7: -0.04 	gb8: -0.07 	gb9: -1.28
			Robot 3 	f: 569.14 	mf: 593.40 	ga0: -9.50 	ga1: -3.50 	ga2: 1.28 	ga3: 0.60 	ga4: 1.24 	ga5: 1.86 	ga6: 1.87 	gb0: -9.42 	gb1: -3.44 	gb2: 1.35 	gb3: 0.68 	gb4: 1.16 	gb5: 1.89 	gb6: 1.86 	gb7: 0.00 	gb8: -0.06 	gb9: -1.27
			Robot 4 	f: 826.02 	mf: 454.80 	ga0: -9.56 	ga1: -3.35 	ga2: 1.31 	ga3: 0.62 	ga4: 1.22 	ga5: 1.85 	ga6: 1.90 	gb0: -9.56 	gb1: -3.43 	gb2: 1.18 	gb3: 0.53 	gb4: 1.21 	gb5: 1.92 	gb6: 1.83 	gb7: 0.11 	gb8: 0.05 	gb9: -1.15
			Robot 5 	f: 513.52 	mf: 422.20 	ga0: -9.51 	ga1: -3.60 	ga2: 1.29 	ga3: 0.80 	ga4: 1.27 	ga5: 1.86 	ga6: 1.90 	gb0: -9.51 	gb1: -3.56 	gb2: 1.22 	gb3: 0.70 	gb4: 1.18 	gb5: 1.94 	gb6: 1.85 	gb7: -0.07 	gb8: 0.02 	gb9: -1.22
			Robot 6 	f: 616.60 	mf: 338.80 	ga0: -9.46 	ga1: -3.50 	ga2: 1.31 	ga3: 0.71 	ga4: 1.24 	ga5: 1.93 	ga6: 2.10 	gb0: -9.49 	gb1: -3.44 	gb2: 1.38 	gb3: 0.73 	gb4: 1.20 	gb5: 1.91 	gb6: 2.13 	gb7: 0.05 	gb8: -0.09 	gb9: -1.33
			Robot 7 	f: 715.53 	mf: 299.60 	ga0: -9.56 	ga1: -3.19 	ga2: 1.32 	ga3: 0.62 	ga4: 1.21 	ga5: 2.06 	ga6: 1.90 	gb0: -9.55 	gb1: -3.14 	gb2: 1.36 	gb3: 0.73 	gb4: 1.20 	gb5: 1.97 	gb6: 1.88 	gb7: 0.06 	gb8: -0.12 	gb9: -1.34
			Robot 8 	f: 396.19 	mf: 157.80 	ga0: -9.52 	ga1: -3.36 	ga2: 1.29 	ga3: 0.60 	ga4: 1.24 	ga5: 1.83 	ga6: 1.92 	gb0: -9.57 	gb1: -3.39 	gb2: 1.27 	gb3: 0.63 	gb4: 1.30 	gb5: 1.84 	gb6: 1.98 	gb7: -0.05 	gb8: 0.05 	gb9: -1.26
			Robot 9 	f: 513.48 	mf: 243.00 	ga0: -9.40 	ga1: -3.50 	ga2: 1.28 	ga3: 0.72 	ga4: 1.26 	ga5: 1.88 	ga6: 2.03 	gb0: -9.39 	gb1: -3.39 	gb2: 1.27 	gb3: 0.69 	gb4: 1.29 	gb5: 1.90 	gb6: 1.95 	gb7: 0.03 	gb8: -0.10 	gb9: -1.24
			Robot 10 	f: 268.53 	mf: 495.20 	ga0: -9.41 	ga1: -3.49 	ga2: 1.48 	ga3: 0.61 	ga4: 1.30 	ga5: 1.83 	ga6: 1.88 	gb0: -9.39 	gb1: -3.45 	gb2: 1.35 	gb3: 0.68 	gb4: 1.23 	gb5: 1.72 	gb6: 1.93 	gb7: 0.02 	gb8: -0.09 	gb9: -1.23
			Robot 11 	f: 544.35 	mf: 337.60 	ga0: -9.46 	ga1: -3.35 	ga2: 1.28 	ga3: 0.75 	ga4: 1.44 	ga5: 1.84 	ga6: 1.87 	gb0: -9.49 	gb1: -3.42 	gb2: 1.20 	gb3: 0.76 	gb4: 1.35 	gb5: 1.91 	gb6: 1.89 	gb7: 0.04 	gb8: -0.07 	gb9: -1.19
			Robot 12 	f: 301.15 	mf: 408.80 	ga0: -9.55 	ga1: 0.03 	ga2: 1.30 	ga3: 0.60 	ga4: 1.27 	ga5: 1.98 	ga6: 1.89 	gb0: -9.49 	gb1: -1.49 	gb2: 1.28 	gb3: 0.70 	gb4: 1.13 	gb5: 1.88 	gb6: 1.94 	gb7: -0.08 	gb8: 0.06 	gb9: -1.29
			Robot 13 	f: 378.93 	mf: 274.20 	ga0: -9.47 	ga1: -3.43 	ga2: 1.30 	ga3: 0.60 	ga4: 1.25 	ga5: 1.83 	ga6: 1.88 	gb0: -9.49 	gb1: -3.32 	gb2: 1.35 	gb3: 0.62 	gb4: 1.26 	gb5: 1.70 	gb6: 1.87 	gb7: -0.08 	gb8: 0.02 	gb9: -1.19
			Robot 14 	f: 203.23 	mf: 475.80 	ga0: -9.47 	ga1: -1.29 	ga2: 1.28 	ga3: 0.61 	ga4: 1.24 	ga5: 1.84 	ga6: 1.86 	gb0: -9.46 	gb1: -1.98 	gb2: 1.23 	gb3: 0.64 	gb4: 1.19 	gb5: 1.91 	gb6: 1.86 	gb7: 0.01 	gb8: 0.01 	gb9: -1.18
		Population 144
			Robot 0 	f: 297.86 	mf: 186.20 	ga0: -9.41 	ga1: -3.17 	ga2: 1.44 	ga3: 0.65 	ga4: 1.28 	ga5: 2.09 	ga6: 2.00 	gb0: -9.41 	gb1: -3.22 	gb2: 1.40 	gb3: 0.73 	gb4: 1.13 	gb5: 2.04 	gb6: 2.04 	gb7: 0.00 	gb8: -0.04 	gb9: -1.21
			Robot 1 	f: 219.96 	mf: 214.00 	ga0: -9.34 	ga1: -3.50 	ga2: 1.33 	ga3: 0.60 	ga4: 1.29 	ga5: 1.86 	ga6: 1.88 	gb0: -9.43 	gb1: -3.48 	gb2: 1.37 	gb3: 0.58 	gb4: 1.19 	gb5: 1.84 	gb6: 1.82 	gb7: -0.08 	gb8: -0.06 	gb9: -1.18
			Robot 2 	f: 49.21 	mf: 643.00 	ga0: -9.36 	ga1: -3.63 	ga2: 1.37 	ga3: 0.60 	ga4: 1.27 	ga5: 1.84 	ga6: 1.86 	gb0: -9.42 	gb1: -3.46 	gb2: 1.23 	gb3: 0.67 	gb4: 1.12 	gb5: 1.81 	gb6: 1.86 	gb7: -0.04 	gb8: -0.07 	gb9: -1.28
			Robot 3 	f: 10.01 	mf: 461.40 	ga0: -9.43 	ga1: -3.56 	ga2: 1.33 	ga3: 0.76 	ga4: 1.29 	ga5: 1.86 	ga6: 1.88 	gb0: -9.45 	gb1: -3.44 	gb2: 1.27 	gb3: 0.67 	gb4: 1.13 	gb5: 1.87 	gb6: 1.79 	gb7: -0.07 	gb8: 0.03 	gb9: -1.38
			Robot 4 	f: 42.99 	mf: 354.80 	ga0: -9.46 	ga1: -3.49 	ga2: 1.34 	ga3: 0.61 	ga4: 1.31 	ga5: 1.85 	ga6: 1.88 	gb0: -9.49 	gb1: -3.44 	gb2: 1.27 	gb3: 0.58 	gb4: 1.21 	gb5: 1.82 	gb6: 1.86 	gb7: -0.08 	gb8: -0.11 	gb9: -1.28
			Robot 5 	f: 181.67 	mf: 308.40 	ga0: -9.43 	ga1: -3.62 	ga2: 1.33 	ga3: 0.70 	ga4: 1.29 	ga5: 1.85 	ga6: 2.07 	gb0: -9.53 	gb1: -3.58 	gb2: 1.18 	gb3: 0.70 	gb4: 1.21 	gb5: 1.92 	gb6: 1.88 	gb7: 0.04 	gb8: 0.08 	gb9: -1.18
			Robot 6 	f: 75.77 	mf: 330.00 	ga0: -9.41 	ga1: -3.56 	ga2: 1.34 	ga3: 0.65 	ga4: 1.25 	ga5: 1.89 	ga6: 1.98 	gb0: -9.37 	gb1: -3.46 	gb2: 1.39 	gb3: 0.77 	gb4: 1.18 	gb5: 1.82 	gb6: 2.06 	gb7: -0.02 	gb8: -0.09 	gb9: -1.23
			Robot 7 	f: 467.05 	mf: 299.40 	ga0: -9.46 	ga1: -4.21 	ga2: 1.59 	ga3: 0.61 	ga4: 1.24 	ga5: 1.95 	ga6: 1.88 	gb0: -9.55 	gb1: -3.72 	gb2: 1.47 	gb3: 0.73 	gb4: 1.18 	gb5: 2.00 	gb6: 1.78 	gb7: 0.06 	gb8: -0.03 	gb9: -1.33
			Robot 8 	f: 701.71 	mf: 229.60 	ga0: -9.52 	ga1: -3.36 	ga2: 1.29 	ga3: 0.60 	ga4: 1.24 	ga5: 1.83 	ga6: 1.92 	gb0: -9.57 	gb1: -3.39 	gb2: 1.27 	gb3: 0.63 	gb4: 1.30 	gb5: 1.84 	gb6: 1.98 	gb7: -0.05 	gb8: 0.05 	gb9: -1.26
			Robot 9 	f: 409.74 	mf: 266.00 	ga0: -9.38 	ga1: -1.28 	ga2: 1.33 	ga3: 0.66 	ga4: 1.26 	ga5: 1.86 	ga6: 1.95 	gb0: -9.34 	gb1: -2.32 	gb2: 1.30 	gb3: 0.65 	gb4: 1.28 	gb5: 1.90 	gb6: 1.92 	gb7: -0.06 	gb8: 0.01 	gb9: -1.18
			Robot 10 	f: -0.91 	mf: 302.20 	ga0: -9.39 	ga1: -3.56 	ga2: 1.43 	ga3: 0.60 	ga4: 1.29 	ga5: 1.84 	ga6: 1.87 	gb0: -9.46 	gb1: -3.57 	gb2: 1.44 	gb3: 0.70 	gb4: 1.29 	gb5: 1.75 	gb6: 1.81 	gb7: -0.05 	gb8: -0.10 	gb9: -1.32
			Robot 11 	f: 504.07 	mf: 312.20 	ga0: -9.41 	ga1: -3.49 	ga2: 1.33 	ga3: 0.67 	ga4: 1.35 	ga5: 1.84 	ga6: 2.09 	gb0: -9.39 	gb1: -3.53 	gb2: 1.23 	gb3: 0.73 	gb4: 1.38 	gb5: 1.80 	gb6: 1.88 	gb7: -0.09 	gb8: 0.06 	gb9: -1.32
			Robot 12 	f: -570.88 	mf: 57.80 	ga0: -9.45 	ga1: -1.80 	ga2: 1.34 	ga3: 0.60 	ga4: 1.27 	ga5: 1.92 	ga6: 1.88 	gb0: -9.39 	gb1: -2.05 	gb2: 1.29 	gb3: 0.55 	gb4: 1.29 	gb5: 1.79 	gb6: 1.98 	gb7: -0.07 	gb8: -0.08 	gb9: -1.27
			Robot 13 	f: -474.50 	mf: 156.40 	ga0: -9.41 	ga1: -3.53 	ga2: 1.34 	ga3: 0.60 	ga4: 1.26 	ga5: 1.84 	ga6: 1.87 	gb0: -9.39 	gb1: -3.40 	gb2: 1.27 	gb3: 0.63 	gb4: 1.24 	gb5: 1.76 	gb6: 1.84 	gb7: 0.01 	gb8: -0.04 	gb9: -1.33
			Robot 14 	f: 222.64 	mf: 358.20 	ga0: -9.41 	ga1: -2.46 	ga2: 1.33 	ga3: 0.60 	ga4: 1.26 	ga5: 1.84 	ga6: 1.86 	gb0: -9.40 	gb1: -2.59 	gb2: 1.27 	gb3: 0.60 	gb4: 1.23 	gb5: 1.83 	gb6: 1.96 	gb7: 0.07 	gb8: 0.04 	gb9: -1.32
		Population 145
			Robot 0 	f: 622.07 	mf: 211.20 	ga0: -9.41 	ga1: -3.17 	ga2: 1.44 	ga3: 0.65 	ga4: 1.28 	ga5: 2.09 	ga6: 2.00 	gb0: -9.41 	gb1: -3.22 	gb2: 1.40 	gb3: 0.73 	gb4: 1.13 	gb5: 2.04 	gb6: 2.04 	gb7: 0.00 	gb8: -0.04 	gb9: -1.21
			Robot 1 	f: 973.75 	mf: 389.20 	ga0: -9.34 	ga1: -3.50 	ga2: 1.33 	ga3: 0.60 	ga4: 1.29 	ga5: 1.86 	ga6: 1.88 	gb0: -9.43 	gb1: -3.48 	gb2: 1.37 	gb3: 0.58 	gb4: 1.19 	gb5: 1.84 	gb6: 1.82 	gb7: -0.08 	gb8: -0.06 	gb9: -1.18
			Robot 2 	f: 289.74 	mf: 564.20 	ga0: -9.36 	ga1: -3.63 	ga2: 1.37 	ga3: 0.60 	ga4: 1.27 	ga5: 1.84 	ga6: 1.86 	gb0: -9.42 	gb1: -3.46 	gb2: 1.23 	gb3: 0.67 	gb4: 1.12 	gb5: 1.81 	gb6: 1.86 	gb7: -0.04 	gb8: -0.07 	gb9: -1.28
			Robot 3 	f: 199.45 	mf: 435.80 	ga0: -9.39 	ga1: -3.60 	ga2: 1.35 	ga3: 0.68 	ga4: 1.45 	ga5: 1.85 	ga6: 1.87 	gb0: -9.45 	gb1: -3.57 	gb2: 1.24 	gb3: 0.66 	gb4: 1.31 	gb5: 1.84 	gb6: 1.76 	gb7: -0.05 	gb8: -0.02 	gb9: -1.36
			Robot 4 	f: 821.20 	mf: 440.20 	ga0: -9.46 	ga1: -3.49 	ga2: 1.34 	ga3: 0.61 	ga4: 1.31 	ga5: 1.85 	ga6: 1.88 	gb0: -9.49 	gb1: -3.44 	gb2: 1.27 	gb3: 0.58 	gb4: 1.21 	gb5: 1.82 	gb6: 1.86 	gb7: -0.08 	gb8: -0.11 	gb9: -1.28
			Robot 5 	f: 393.71 	mf: 331.60 	ga0: -9.39 	ga1: -3.63 	ga2: 1.38 	ga3: 0.65 	ga4: 1.48 	ga5: 1.85 	ga6: 1.97 	gb0: -9.52 	gb1: -3.50 	gb2: 1.24 	gb3: 0.63 	gb4: 1.38 	gb5: 1.84 	gb6: 1.90 	gb7: -0.05 	gb8: -0.02 	gb9: -1.19
			Robot 6 	f: -514.87 	mf: 211.40 	ga0: -9.38 	ga1: -3.60 	ga2: 1.36 	ga3: 0.62 	ga4: 1.26 	ga5: 1.86 	ga6: 1.92 	gb0: -9.46 	gb1: -3.54 	gb2: 1.35 	gb3: 0.69 	gb4: 1.24 	gb5: 1.75 	gb6: 2.02 	gb7: 0.02 	gb8: -0.09 	gb9: -1.36
