QtdRobots: 15
QtdEnvironments: 10
QtdRepetitions: 10
QtdObstacles: 50
PointsCollision: -100
PointsMoving: 10
MaxPopulation: 500
MaxTime: 600
EnvMutationRate: 0.2

Environment 0	 h: 5	 mr: 0.4	 nc: 0.5	 nm: 0.2	 bmp: 1	 cc: 0
	Repetition 0
		Population 0
			Robot 0 	f: 0.00 	mf: 0.00 	ga0: 0.62 	ga1: 2.55 	ga2: 0.00 	ga3: 0.08 	ga4: 0.06 	ga5: 0.00 	ga6: 0.00 	gb0: 0.59 	gb1: 0.67 	gb2: 0.26 	gb3: 0.25 	gb4: 0.33 	gb5: -0.70 	gb6: 1.02 	gb7: 1.43 	gb8: 3.95 	gb9: -1.57
			Robot 3 	f: 202.38 	mf: 165.60 	ga0: 0.51 	ga1: 2.04 	ga2: 0.56 	ga3: 0.33 	ga4: 1.08 	ga5: 0.62 	ga6: 0.85 	gb0: 0.46 	gb1: 0.56 	gb2: 0.54 	gb3: 0.62 	gb4: 0.77 	gb5: -1.69 	gb6: -0.28 	gb7: -2.53 	gb8: -1.82 	gb9: 0.11
			Robot 4 	f: -3.69 	mf: -52.00 	ga0: 0.49 	ga1: 1.80 	ga2: 0.70 	ga3: 0.40 	ga4: 1.28 	ga5: 0.74 	ga6: 0.87 	gb0: 0.51 	gb1: 0.38 	gb2: 0.72 	gb3: 0.44 	gb4: 0.53 	gb5: 1.94 	gb6: -0.73 	gb7: -2.95 	gb8: 0.55 	gb9: 2.06
			Robot 5 	f: 219.36 	mf: 78.80 	ga0: 0.71 	ga1: 1.45 	ga2: 0.66 	ga3: 0.39 	ga4: 1.09 	ga5: 0.73 	ga6: 0.88 	gb0: 0.44 	gb1: 0.74 	gb2: 0.69 	gb3: 0.53 	gb4: 0.80 	gb5: -1.81 	gb6: -0.71 	gb7: -1.20 	gb8: -0.99 	gb9: 0.18
			Robot 6 	f: 35.95 	mf: 78.60 	ga0: 0.50 	ga1: 2.04 	ga2: 0.57 	ga3: 0.35 	ga4: 1.20 	ga5: 0.65 	ga6: 0.97 	gb0: 0.29 	gb1: 0.42 	gb2: 0.32 	gb3: 0.72 	gb4: 0.61 	gb5: 0.58 	gb6: -1.83 	gb7: -0.45 	gb8: 0.91 	gb9: 0.45
			Robot 7 	f: -47.02 	mf: -397.80 	ga0: 0.56 	ga1: 1.79 	ga2: 0.58 	ga3: 0.35 	ga4: 1.18 	ga5: 0.63 	ga6: 0.87 	gb0: 0.32 	gb1: 0.30 	gb2: 0.36 	gb3: 0.48 	gb4: 0.61 	gb5: 0.86 	gb6: 0.05 	gb7: 1.59 	gb8: -0.45 	gb9: 1.62
			Robot 8 	f: 131.06 	mf: 59.80 	ga0: 0.61 	ga1: 2.05 	ga2: 0.58 	ga3: 0.36 	ga4: 1.20 	ga5: 0.86 	ga6: 0.86 	gb0: 0.39 	gb1: 0.63 	gb2: 0.56 	gb3: 0.50 	gb4: 0.71 	gb5: -2.30 	gb6: 1.35 	gb7: -0.26 	gb8: -0.13 	gb9: -2.58
			Robot 9 	f: 139.61 	mf: 112.40 	ga0: 0.40 	ga1: 1.53 	ga2: 0.59 	ga3: 0.62 	ga4: 1.13 	ga5: 0.69 	ga6: 0.98 	gb0: 0.55 	gb1: 0.43 	gb2: 0.60 	gb3: 0.64 	gb4: 0.61 	gb5: -1.86 	gb6: 2.05 	gb7: -1.19 	gb8: 1.39 	gb9: 0.83
			Robot 10 	f: 32.27 	mf: 31.00 	ga0: 0.77 	ga1: 1.05 	ga2: 0.64 	ga3: 0.34 	ga4: 1.14 	ga5: 0.69 	ga6: 0.85 	gb0: 0.62 	gb1: 0.43 	gb2: 0.57 	gb3: 0.70 	gb4: 0.55 	gb5: -0.67 	gb6: -1.40 	gb7: 0.17 	gb8: -0.61 	gb9: 1.70
			Robot 11 	f: 199.88 	mf: 116.60 	ga0: 0.78 	ga1: 0.95 	ga2: 0.70 	ga3: 0.47 	ga4: 1.10 	ga5: 0.79 	ga6: 0.85 	gb0: 0.56 	gb1: 0.51 	gb2: 0.62 	gb3: 0.72 	gb4: 0.76 	gb5: -0.07 	gb6: 0.86 	gb7: 0.98 	gb8: -1.17 	gb9: -1.34
			Robot 12 	f: 242.93 	mf: -290.40 	ga0: 0.63 	ga1: 2.46 	ga2: 0.67 	ga3: 0.47 	ga4: 1.08 	ga5: 0.68 	ga6: 1.21 	gb0: 0.50 	gb1: 0.29 	gb2: 0.42 	gb3: 0.68 	gb4: 0.76 	gb5: 0.95 	gb6: 0.90 	gb7: -2.99 	gb8: -2.06 	gb9: -2.00
			Robot 13 	f: -385.34 	mf: -98.00 	ga0: 0.50 	ga1: 1.90 	ga2: 0.63 	ga3: 0.33 	ga4: 1.39 	ga5: 0.71 	ga6: 1.08 	gb0: 0.36 	gb1: 0.34 	gb2: 0.26 	gb3: 0.39 	gb4: 0.49 	gb5: 0.20 	gb6: 1.12 	gb7: -2.18 	gb8: 1.97 	gb9: -1.67
			Robot 14 	f: 31.57 	mf: 79.40 	ga0: 0.54 	ga1: 1.56 	ga2: 0.64 	ga3: 0.58 	ga4: 1.09 	ga5: 0.85 	ga6: 0.85 	gb0: 0.71 	gb1: 0.40 	gb2: 0.49 	gb3: 0.39 	gb4: 0.75 	gb5: -2.62 	gb6: -0.56 	gb7: -3.69 	gb8: -1.77 	gb9: 2.88
		Population 50
			Robot 0 	f: 120.04 	mf: -96.00 	ga0: 0.66 	ga1: 3.01 	ga2: 0.69 	ga3: 0.43 	ga4: 1.45 	ga5: 0.72 	ga6: 1.13 	gb0: 0.47 	gb1: 0.24 	gb2: 0.71 	gb3: 0.56 	gb4: 0.47 	gb5: -1.00 	gb6: -0.95 	gb7: -1.87 	gb8: 1.59 	gb9: -1.30
			Robot 1 	f: 66.92 	mf: 69.20 	ga0: 0.22 	ga1: 2.20 	ga2: 0.69 	ga3: 0.37 	ga4: 1.33 	ga5: 0.95 	ga6: 1.11 	gb0: 0.38 	gb1: 0.55 	gb2: 0.33 	gb3: 0.51 	gb4: 0.46 	gb5: -0.52 	gb6: 1.61 	gb7: 0.80 	gb8: -3.22 	gb9: 1.54
			Robot 2 	f: 177.56 	mf: -448.60 	ga0: 0.74 	ga1: 2.05 	ga2: 0.79 	ga3: 0.47 	ga4: 1.29 	ga5: 0.66 	ga6: 1.19 	gb0: 0.67 	gb1: 0.43 	gb2: 0.57 	gb3: 0.51 	gb4: 0.68 	gb5: -0.34 	gb6: 1.89 	gb7: 0.85 	gb8: 1.34 	gb9: 2.09
			Robot 3 	f: 152.27 	mf: 186.60 	ga0: 0.51 	ga1: 2.04 	ga2: 0.56 	ga3: 0.33 	ga4: 1.08 	ga5: 0.62 	ga6: 0.85 	gb0: 0.46 	gb1: 0.56 	gb2: 0.54 	gb3: 0.62 	gb4: 0.77 	gb5: -1.69 	gb6: -0.28 	gb7: -2.53 	gb8: -1.82 	gb9: 0.11
			Robot 4 	f: -91.98 	mf: -70.80 	ga0: 0.25 	ga1: 2.96 	ga2: 0.63 	ga3: 0.37 	ga4: 1.37 	ga5: 0.68 	ga6: 0.86 	gb0: 0.47 	gb1: 0.28 	gb2: 0.60 	gb3: 0.35 	gb4: 0.53 	gb5: 1.44 	gb6: 1.74 	gb7: -0.06 	gb8: 0.55 	gb9: 2.40
			Robot 5 	f: 136.59 	mf: 106.20 	ga0: 0.61 	ga1: 1.75 	ga2: 0.61 	ga3: 0.36 	ga4: 1.09 	ga5: 0.68 	ga6: 0.87 	gb0: 0.42 	gb1: 0.81 	gb2: 0.57 	gb3: 0.51 	gb4: 0.42 	gb5: 1.62 	gb6: -0.70 	gb7: -1.68 	gb8: -3.00 	gb9: -1.05
			Robot 6 	f: 21.04 	mf: 73.60 	ga0: 0.25 	ga1: 2.02 	ga2: 0.56 	ga3: 0.34 	ga4: 1.36 	ga5: 0.66 	ga6: 0.91 	gb0: 0.64 	gb1: 0.65 	gb2: 0.30 	gb3: 0.83 	gb4: 0.50 	gb5: -1.33 	gb6: 0.12 	gb7: -0.12 	gb8: -0.30 	gb9: 1.25
			Robot 7 	f: 85.69 	mf: -402.20 	ga0: 0.77 	ga1: 1.91 	ga2: 0.77 	ga3: 0.46 	ga4: 1.13 	ga5: 0.63 	ga6: 0.86 	gb0: 0.56 	gb1: 0.45 	gb2: 0.38 	gb3: 0.50 	gb4: 0.71 	gb5: -1.61 	gb6: -2.44 	gb7: -0.65 	gb8: 1.18 	gb9: 1.83
			Robot 8 	f: 115.18 	mf: 77.40 	ga0: 0.28 	ga1: 2.02 	ga2: 0.57 	ga3: 0.34 	ga4: 1.14 	ga5: 0.74 	ga6: 0.89 	gb0: 0.69 	gb1: 0.75 	gb2: 0.72 	gb3: 0.39 	gb4: 0.39 	gb5: -0.08 	gb6: 0.02 	gb7: 1.70 	gb8: 0.65 	gb9: -1.27
			Robot 9 	f: 59.49 	mf: 99.80 	ga0: 0.45 	ga1: 1.79 	ga2: 0.65 	ga3: 0.48 	ga4: 1.11 	ga5: 0.66 	ga6: 0.95 	gb0: 0.69 	gb1: 0.51 	gb2: 0.64 	gb3: 0.71 	gb4: 0.68 	gb5: 0.86 	gb6: 0.06 	gb7: 0.39 	gb8: 1.75 	gb9: -0.02
			Robot 10 	f: -1024.11 	mf: -188.00 	ga0: 0.82 	ga1: 1.55 	ga2: 0.71 	ga3: 0.51 	ga4: 1.22 	ga5: 0.66 	ga6: 1.06 	gb0: 0.28 	gb1: 0.66 	gb2: 0.59 	gb3: 0.42 	gb4: 0.73 	gb5: -1.32 	gb6: -1.40 	gb7: -1.83 	gb8: -2.04 	gb9: -1.59
			Robot 11 	f: -1099.41 	mf: -109.60 	ga0: 0.82 	ga1: 2.75 	ga2: 0.63 	ga3: 0.40 	ga4: 1.09 	ga5: 0.94 	ga6: 0.85 	gb0: 0.47 	gb1: 0.48 	gb2: 0.59 	gb3: 0.42 	gb4: 0.45 	gb5: 1.05 	gb6: 1.02 	gb7: 2.05 	gb8: 0.84 	gb9: -2.02
			Robot 12 	f: 158.08 	mf: -271.40 	ga0: 0.63 	ga1: 2.46 	ga2: 0.67 	ga3: 0.47 	ga4: 1.08 	ga5: 0.68 	ga6: 1.21 	gb0: 0.50 	gb1: 0.29 	gb2: 0.42 	gb3: 0.68 	gb4: 0.76 	gb5: 0.95 	gb6: 0.90 	gb7: -2.99 	gb8: -2.06 	gb9: -2.00
			Robot 13 	f: 5.77 	mf: -106.80 	ga0: 0.50 	ga1: 1.98 	ga2: 0.59 	ga3: 0.33 	ga4: 1.24 	ga5: 0.67 	ga6: 0.97 	gb0: 0.33 	gb1: 0.29 	gb2: 0.39 	gb3: 0.66 	gb4: 0.34 	gb5: -0.30 	gb6: 0.01 	gb7: -1.46 	gb8: -1.90 	gb9: 1.86
			Robot 14 	f: -386.25 	mf: -12.80 	ga0: 0.76 	ga1: 1.80 	ga2: 0.62 	ga3: 0.46 	ga4: 1.17 	ga5: 0.74 	ga6: 0.85 	gb0: 0.32 	gb1: 0.29 	gb2: 0.53 	gb3: 0.44 	gb4: 0.53 	gb5: -3.34 	gb6: -1.05 	gb7: -3.45 	gb8: -0.79 	gb9: 2.90
		Population 51
			Robot 0 	f: 9.43 	mf: -119.00 	ga0: 0.64 	ga1: 2.87 	ga2: 0.68 	ga3: 0.45 	ga4: 1.44 	ga5: 0.70 	ga6: 1.17 	gb0: 0.51 	gb1: 0.60 	gb2: 0.42 	gb3: 0.77 	gb4: 0.35 	gb5: 0.66 	gb6: 2.18 	gb7: -1.95 	gb8: -0.49 	gb9: -1.49
			Robot 1 	f: 2.96 	mf: 67.20 	ga0: 0.43 	ga1: 2.33 	ga2: 0.84 	ga3: 0.42 	ga4: 1.21 	ga5: 0.81 	ga6: 1.16 	gb0: 0.36 	gb1: 0.35 	gb2: 0.34 	gb3: 0.61 	gb4: 0.74 	gb5: -1.26 	gb6: -1.76 	gb7: 0.92 	gb8: 0.90 	gb9: 0.17
			Robot 2 	f: 38.44 	mf: 69.20 	ga0: 0.68 	ga1: 2.26 	ga2: 0.92 	ga3: 0.47 	ga4: 1.33 	ga5: 0.79 	ga6: 1.39 	gb0: 0.54 	gb1: 0.36 	gb2: 0.49 	gb3: 0.51 	gb4: 0.59 	gb5: -0.45 	gb6: -0.37 	gb7: -0.14 	gb8: 1.21 	gb9: 0.58
			Robot 3 	f: 89.95 	mf: 161.40 	ga0: 0.57 	ga1: 2.25 	ga2: 0.61 	ga3: 0.64 	ga4: 1.08 	ga5: 0.65 	ga6: 1.03 	gb0: 0.30 	gb1: 0.48 	gb2: 0.62 	gb3: 0.55 	gb4: 0.46 	gb5: -1.86 	gb6: -0.99 	gb7: -3.85 	gb8: -0.25 	gb9: 0.56
			Robot 4 	f: 43.24 	mf: 20.00 	ga0: 0.22 	ga1: 2.71 	ga2: 0.65 	ga3: 0.42 	ga4: 1.23 	ga5: 0.68 	ga6: 1.04 	gb0: 0.32 	gb1: 0.55 	gb2: 0.28 	gb3: 0.39 	gb4: 0.52 	gb5: 0.43 	gb6: -0.23 	gb7: 1.31 	gb8: -1.05 	gb9: -0.95
			Robot 5 	f: 29.87 	mf: 96.40 	ga0: 0.31 	ga1: 2.11 	ga2: 0.81 	ga3: 0.42 	ga4: 1.33 	ga5: 0.88 	ga6: 1.04 	gb0: 0.65 	gb1: 0.37 	gb2: 0.29 	gb3: 0.69 	gb4: 0.32 	gb5: -0.80 	gb6: -0.32 	gb7: -0.00 	gb8: -2.19 	gb9: -2.76
			Robot 6 	f: -15.69 	mf: 42.80 	ga0: 0.44 	ga1: 2.24 	ga2: 0.61 	ga3: 0.59 	ga4: 1.22 	ga5: 0.67 	ga6: 1.06 	gb0: 0.49 	gb1: 0.57 	gb2: 0.45 	gb3: 0.61 	gb4: 0.49 	gb5: 1.85 	gb6: -0.24 	gb7: 0.33 	gb8: -2.39 	gb9: 0.43
			Robot 7 	f: 28.52 	mf: -399.80 	ga0: 0.85 	ga1: 2.19 	ga2: 0.72 	ga3: 0.47 	ga4: 1.31 	ga5: 0.65 	ga6: 1.15 	gb0: 0.63 	gb1: 0.26 	gb2: 0.31 	gb3: 0.40 	gb4: 0.51 	gb5: 1.09 	gb6: 1.42 	gb7: -2.14 	gb8: -2.71 	gb9: 1.03
			Robot 8 	f: 12.85 	mf: 79.40 	ga0: 0.45 	ga1: 2.24 	ga2: 0.64 	ga3: 0.41 	ga4: 1.11 	ga5: 0.71 	ga6: 1.05 	gb0: 0.76 	gb1: 0.68 	gb2: 0.63 	gb3: 0.55 	gb4: 0.65 	gb5: -0.64 	gb6: -2.06 	gb7: 0.52 	gb8: 0.73 	gb9: 0.60
			Robot 9 	f: 2.38 	mf: 65.20 	ga0: 0.54 	ga1: 3.06 	ga2: 0.66 	ga3: 0.63 	ga4: 1.24 	ga5: 0.87 	ga6: 1.08 	gb0: 0.73 	gb1: 0.48 	gb2: 0.44 	gb3: 0.75 	gb4: 0.57 	gb5: 2.14 	gb6: 1.62 	gb7: -0.58 	gb8: -1.16 	gb9: 1.33
			Robot 10 	f: 100.07 	mf: -173.40 	ga0: 0.72 	ga1: 2.01 	ga2: 0.76 	ga3: 0.49 	ga4: 1.15 	ga5: 0.72 	ga6: 1.35 	gb0: 0.40 	gb1: 0.58 	gb2: 0.51 	gb3: 0.52 	gb4: 0.71 	gb5: 1.08 	gb6: 1.52 	gb7: 1.28 	gb8: 1.08 	gb9: -2.55
			Robot 11 	f: 167.81 	mf: -83.60 	ga0: 0.36 	ga1: 2.61 	ga2: 0.85 	ga3: 0.46 	ga4: 1.26 	ga5: 0.81 	ga6: 1.03 	gb0: 0.47 	gb1: 0.25 	gb2: 0.63 	gb3: 0.58 	gb4: 0.32 	gb5: -1.53 	gb6: -0.18 	gb7: 0.59 	gb8: -0.66 	gb9: -2.93
			Robot 12 	f: 194.24 	mf: 182.00 	ga0: 0.63 	ga1: 2.46 	ga2: 0.67 	ga3: 0.47 	ga4: 1.08 	ga5: 0.68 	ga6: 1.21 	gb0: 0.50 	gb1: 0.29 	gb2: 0.42 	gb3: 0.68 	gb4: 0.76 	gb5: 0.95 	gb6: 0.90 	gb7: -2.99 	gb8: -2.06 	gb9: -2.00
			Robot 13 	f: 32.57 	mf: -51.00 	ga0: 0.57 	ga1: 2.22 	ga2: 0.63 	ga3: 0.40 	ga4: 1.18 	ga5: 0.67 	ga6: 1.09 	gb0: 0.57 	gb1: 0.42 	gb2: 0.68 	gb3: 0.50 	gb4: 0.70 	gb5: 1.98 	gb6: 1.60 	gb7: -2.07 	gb8: -0.39 	gb9: -0.32
			Robot 14 	f: -0.88 	mf: -45.60 	ga0: 0.70 	ga1: 2.57 	ga2: 0.64 	ga3: 0.46 	ga4: 1.13 	ga5: 0.71 	ga6: 1.03 	gb0: 0.45 	gb1: 0.26 	gb2: 0.70 	gb3: 0.43 	gb4: 0.77 	gb5: 1.65 	gb6: 2.36 	gb7: 0.67 	gb8: -2.42 	gb9: -0.79
		Population 52
			Robot 0 	f: 55.91 	mf: 63.80 	ga0: 0.32 	ga1: 2.67 	ga2: 0.80 	ga3: 0.46 	ga4: 1.26 	ga5: 0.76 	ga6: 1.19 	gb0: 0.64 	gb1: 0.68 	gb2: 0.53 	gb3: 0.47 	gb4: 0.39 	gb5: 0.60 	gb6: 0.55 	gb7: -2.27 	gb8: -0.74 	gb9: -3.30
			Robot 1 	f: 8.08 	mf: 62.80 	ga0: 0.53 	ga1: 1.70 	ga2: 0.75 	ga3: 0.45 	ga4: 1.15 	ga5: 0.74 	ga6: 1.25 	gb0: 0.67 	gb1: 0.26 	gb2: 0.38 	gb3: 0.73 	gb4: 0.59 	gb5: 2.41 	gb6: -1.41 	gb7: -1.84 	gb8: -2.49 	gb9: -0.03
			Robot 2 	f: -2115.19 	mf: -366.60 	ga0: 0.66 	ga1: 2.36 	ga2: 0.79 	ga3: 0.47 	ga4: 1.39 	ga5: 0.73 	ga6: 1.51 	gb0: 0.31 	gb1: 0.62 	gb2: 0.52 	gb3: 0.54 	gb4: 0.46 	gb5: -2.19 	gb6: 2.57 	gb7: 1.44 	gb8: -0.82 	gb9: -1.68
			Robot 3 	f: -12.25 	mf: 120.80 	ga0: 0.60 	ga1: 2.36 	ga2: 0.64 	ga3: 0.72 	ga4: 1.08 	ga5: 0.66 	ga6: 1.12 	gb0: 0.31 	gb1: 0.45 	gb2: 0.46 	gb3: 0.60 	gb4: 0.32 	gb5: 1.02 	gb6: -1.66 	gb7: 0.77 	gb8: -1.23 	gb9: 0.95
			Robot 4 	f: 98.85 	mf: 39.40 	ga0: 0.21 	ga1: 2.59 	ga2: 0.77 	ga3: 0.45 	ga4: 1.16 	ga5: 0.73 	ga6: 1.12 	gb0: 0.61 	gb1: 0.70 	gb2: 0.67 	gb3: 0.63 	gb4: 0.71 	gb5: -1.05 	gb6: -1.79 	gb7: 2.03 	gb8: -3.09 	gb9: -2.28
			Robot 5 	f: 150.19 	mf: 126.40 	ga0: 0.47 	ga1: 2.29 	ga2: 0.74 	ga3: 0.44 	ga4: 1.21 	ga5: 1.01 	ga6: 1.12 	gb0: 0.57 	gb1: 0.20 	gb2: 0.45 	gb3: 0.78 	gb4: 0.33 	gb5: 1.43 	gb6: 0.70 	gb7: -1.10 	gb8: -3.55 	gb9: -2.37
			Robot 6 	f: 111.81 	mf: 65.00 	ga0: 0.77 	ga1: 2.35 	ga2: 0.64 	ga3: 0.58 	ga4: 1.37 	ga5: 0.67 	ga6: 1.14 	gb0: 0.42 	gb1: 0.56 	gb2: 0.66 	gb3: 0.82 	gb4: 0.37 	gb5: -0.17 	gb6: -1.72 	gb7: -2.38 	gb8: 0.19 	gb9: 0.96
			Robot 7 	f: 33.42 	mf: -419.60 	ga0: 0.74 	ga1: 2.33 	ga2: 0.72 	ga3: 0.47 	ga4: 1.20 	ga5: 0.75 	ga6: 1.38 	gb0: 0.43 	gb1: 0.40 	gb2: 0.22 	gb3: 0.72 	gb4: 0.40 	gb5: -1.87 	gb6: -1.41 	gb7: 0.25 	gb8: -0.85 	gb9: 0.66
			Robot 8 	f: 6.21 	mf: 57.20 	ga0: 0.77 	ga1: 1.18 	ga2: 0.65 	ga3: 0.54 	ga4: 1.10 	ga5: 0.85 	ga6: 1.26 	gb0: 0.57 	gb1: 0.66 	gb2: 0.67 	gb3: 0.34 	gb4: 0.74 	gb5: -0.07 	gb6: -0.16 	gb7: 1.14 	gb8: 1.47 	gb9: -2.57
			Robot 9 	f: 5.13 	mf: 41.20 	ga0: 0.58 	ga1: 2.76 	ga2: 0.66 	ga3: 0.76 	ga4: 1.16 	ga5: 0.83 	ga6: 1.15 	gb0: 0.75 	gb1: 0.26 	gb2: 0.64 	gb3: 0.78 	gb4: 0.44 	gb5: 1.78 	gb6: -1.59 	gb7: -0.63 	gb8: -0.18 	gb9: -2.48
			Robot 10 	f: 199.77 	mf: -135.20 	ga0: 0.72 	ga1: 2.01 	ga2: 0.76 	ga3: 0.49 	ga4: 1.15 	ga5: 0.72 	ga6: 1.35 	gb0: 0.40 	gb1: 0.58 	gb2: 0.51 	gb3: 0.52 	gb4: 0.71 	gb5: 1.08 	gb6: 1.52 	gb7: 1.28 	gb8: 1.08 	gb9: -2.55
			Robot 11 	f: -130.67 	mf: -151.40 	ga0: 0.25 	ga1: 2.54 	ga2: 0.76 	ga3: 0.70 	ga4: 1.17 	ga5: 0.86 	ga6: 1.20 	gb0: 0.64 	gb1: 0.53 	gb2: 0.68 	gb3: 0.47 	gb4: 0.29 	gb5: 0.49 	gb6: 2.08 	gb7: 1.85 	gb8: 0.51 	gb9: -2.91
			Robot 12 	f: 154.27 	mf: 182.20 	ga0: 0.63 	ga1: 2.46 	ga2: 0.67 	ga3: 0.47 	ga4: 1.08 	ga5: 0.68 	ga6: 1.21 	gb0: 0.50 	gb1: 0.29 	gb2: 0.42 	gb3: 0.68 	gb4: 0.76 	gb5: 0.95 	gb6: 0.90 	gb7: -2.99 	gb8: -2.06 	gb9: -2.00
			Robot 13 	f: -44.81 	mf: -66.20 	ga0: 0.80 	ga1: 2.34 	ga2: 0.79 	ga3: 0.56 	ga4: 1.13 	ga5: 0.74 	ga6: 1.15 	gb0: 0.68 	gb1: 0.45 	gb2: 0.68 	gb3: 0.64 	gb4: 0.38 	gb5: 1.98 	gb6: 2.75 	gb7: 0.62 	gb8: -1.00 	gb9: 1.12
			Robot 14 	f: 88.21 	mf: -34.60 	ga0: 0.33 	ga1: 2.52 	ga2: 0.70 	ga3: 0.56 	ga4: 1.33 	ga5: 0.69 	ga6: 1.12 	gb0: 0.50 	gb1: 0.30 	gb2: 0.28 	gb3: 0.43 	gb4: 0.57 	gb5: 0.53 	gb6: 2.64 	gb7: 1.02 	gb8: -3.17 	gb9: 0.06
		Population 53
			Robot 0 	f: 147.42 	mf: 93.20 	ga0: 0.32 	ga1: 2.67 	ga2: 0.80 	ga3: 0.46 	ga4: 1.26 	ga5: 0.76 	ga6: 1.19 	gb0: 0.64 	gb1: 0.68 	gb2: 0.53 	gb3: 0.47 	gb4: 0.39 	gb5: 0.60 	gb6: 0.55 	gb7: -2.27 	gb8: -0.74 	gb9: -3.30
			Robot 1 	f: 140.50 	mf: 73.40 	ga0: 0.53 	ga1: 1.70 	ga2: 0.75 	ga3: 0.45 	ga4: 1.15 	ga5: 0.74 	ga6: 1.25 	gb0: 0.67 	gb1: 0.26 	gb2: 0.38 	gb3: 0.73 	gb4: 0.59 	gb5: 2.41 	gb6: -1.41 	gb7: -1.84 	gb8: -2.49 	gb9: -0.03
			Robot 2 	f: 138.80 	mf: -350.80 	ga0: 0.66 	ga1: 2.36 	ga2: 0.79 	ga3: 0.47 	ga4: 1.39 	ga5: 0.73 	ga6: 1.51 	gb0: 0.31 	gb1: 0.62 	gb2: 0.52 	gb3: 0.54 	gb4: 0.46 	gb5: -2.19 	gb6: 2.57 	gb7: 1.44 	gb8: -0.82 	gb9: -1.68
			Robot 3 	f: 19.62 	mf: 90.00 	ga0: 0.61 	ga1: 2.41 	ga2: 0.65 	ga3: 0.77 	ga4: 1.20 	ga5: 0.67 	ga6: 1.17 	gb0: 0.63 	gb1: 0.61 	gb2: 0.26 	gb3: 0.70 	gb4: 0.34 	gb5: 0.19 	gb6: 0.52 	gb7: 0.11 	gb8: -2.95 	gb9: -2.44
			Robot 4 	f: 7.66 	mf: 10.80 	ga0: 0.42 	ga1: 2.26 	ga2: 0.72 	ga3: 0.46 	ga4: 1.12 	ga5: 0.70 	ga6: 1.30 	gb0: 0.32 	gb1: 0.45 	gb2: 0.75 	gb3: 0.35 	gb4: 0.41 	gb5: -1.87 	gb6: -1.03 	gb7: 0.57 	gb8: -1.51 	gb9: 0.80
			Robot 5 	f: -1.83 	mf: 106.60 	ga0: 0.55 	ga1: 2.69 	ga2: 0.70 	ga3: 0.64 	ga4: 1.15 	ga5: 0.98 	ga6: 1.17 	gb0: 0.44 	gb1: 0.35 	gb2: 0.37 	gb3: 0.59 	gb4: 0.31 	gb5: 2.84 	gb6: -1.65 	gb7: -1.96 	gb8: -0.44 	gb9: -0.33
			Robot 6 	f: -1220.13 	mf: -213.60 	ga0: 0.70 	ga1: 2.41 	ga2: 0.65 	ga3: 0.57 	ga4: 1.33 	ga5: 0.67 	ga6: 1.17 	gb0: 0.61 	gb1: 0.58 	gb2: 0.31 	gb3: 0.56 	gb4: 0.45 	gb5: 1.40 	gb6: 0.33 	gb7: -1.74 	gb8: -1.30 	gb9: -2.18
			Robot 7 	f: 17.20 	mf: 23.20 	ga0: 0.34 	ga1: 2.40 	ga2: 0.69 	ga3: 0.47 	ga4: 1.14 	ga5: 0.71 	ga6: 1.30 	gb0: 0.67 	gb1: 0.50 	gb2: 0.35 	gb3: 0.82 	gb4: 0.34 	gb5: 1.99 	gb6: 1.57 	gb7: 0.05 	gb8: -0.97 	gb9: 1.89
			Robot 8 	f: 10.91 	mf: 54.80 	ga0: 0.70 	ga1: 0.91 	ga2: 0.66 	ga3: 0.51 	ga4: 1.26 	ga5: 0.76 	ga6: 1.23 	gb0: 0.73 	gb1: 0.64 	gb2: 0.53 	gb3: 0.30 	gb4: 0.78 	gb5: -1.70 	gb6: -1.76 	gb7: -2.83 	gb8: -2.35 	gb9: 0.14
			Robot 9 	f: 214.31 	mf: 83.80 	ga0: 0.58 	ga1: 2.76 	ga2: 0.66 	ga3: 0.76 	ga4: 1.16 	ga5: 0.83 	ga6: 1.15 	gb0: 0.75 	gb1: 0.26 	gb2: 0.64 	gb3: 0.78 	gb4: 0.44 	gb5: 1.78 	gb6: -1.59 	gb7: -0.63 	gb8: -0.18 	gb9: -2.48
			Robot 10 	f: 94.30 	mf: -119.80 	ga0: 0.72 	ga1: 2.01 	ga2: 0.76 	ga3: 0.49 	ga4: 1.15 	ga5: 0.72 	ga6: 1.35 	gb0: 0.40 	gb1: 0.58 	gb2: 0.51 	gb3: 0.52 	gb4: 0.71 	gb5: 1.08 	gb6: 1.52 	gb7: 1.28 	gb8: 1.08 	gb9: -2.55
			Robot 11 	f: 9.96 	mf: -170.80 	ga0: 0.22 	ga1: 2.50 	ga2: 0.71 	ga3: 0.59 	ga4: 1.13 	ga5: 0.95 	ga6: 1.23 	gb0: 0.74 	gb1: 0.34 	gb2: 0.64 	gb3: 0.75 	gb4: 0.48 	gb5: -0.03 	gb6: -1.65 	gb7: 0.33 	gb8: -2.61 	gb9: -2.56
			Robot 12 	f: 50.53 	mf: 159.60 	ga0: 0.63 	ga1: 2.46 	ga2: 0.67 	ga3: 0.47 	ga4: 1.08 	ga5: 0.68 	ga6: 1.21 	gb0: 0.50 	gb1: 0.29 	gb2: 0.42 	gb3: 0.68 	gb4: 0.76 	gb5: 0.95 	gb6: 0.90 	gb7: -2.99 	gb8: -2.06 	gb9: -2.00
